Gender,Membership,Brand,Frequency,Age
Female,No,,,35
Female,No,,,43
Male,No,,,35
Female,No,,,41
Female,No,,,37
Male,No,,,42
Male,No,,,35
Female,No,,,41
Female,No,,,41
Female,No,,,37
Female,No,,,42
Male,No,,,41
Male,No,,,42
Female,No,,,41
Female,No,,,36
Male,No,,,38
Male,No,,,41
Female,No,,,39
Female,No,,,42
Female,No,,,43
Male,No,,,43
Male,No,,,37
Female,No,,,39
Female,No,,,40
Female,No,,,42
Male,No,,,40
Female,No,,,40
Male,No,,,37
Female,No,,,36
Female,No,,,37
Female,No,,,42
Male,No,,,40
Male,No,,,42
Male,No,,,40
Female,No,,,41
Female,No,,,43
Female,No,,,38
Female,No,,,38
Female,No,,,43
Male,No,,,36
Male,No,,,41
Male,No,,,37
Female,No,,,40
Male,No,,,42
Male,No,,,41
Female,No,,,41
Male,No,,,36
Male,No,,,37
Female,No,,,44
Female,No,,,36
Male,No,,,39
Female,No,,,41
Female,No,,,44
Male,No,,,39
Male,No,,,38
Female,No,,,41
Male,No,,,35
Female,No,,,42
Female,No,,,36
Female,No,,,41
Female,No,,,43
Male,No,,,43
Female,No,,,36
Male,No,,,36
Male,No,,,38
Male,No,,,39
Female,No,,,40
Female,No,,,38
Female,No,,,40
Female,No,,,41
Female,No,,,43
Male,No,,,39
Female,No,,,44
Female,No,,,41
Female,No,,,41
Female,No,,,36
Male,No,,,41
Male,No,,,36
Female,No,,,38
Female,No,,,44
Female,No,,,35
Female,No,,,41
Male,No,,,37
Female,No,,,39
Male,No,,,42
Female,No,,,42
Male,No,,,38
Female,No,,,39
Female,No,,,36
Female,No,,,37
Female,No,,,43
Female,No,,,37
Male,No,,,43
Male,No,,,39
Female,No,,,36
Male,No,,,43
Female,No,,,37
Male,No,,,38
Female,No,,,39
Female,No,,,43
Female,No,,,42
Female,No,,,36
Male,No,,,39
Male,No,,,41
Female,No,,,42
Male,No,,,38
Male,No,,,37
Female,No,,,39
Female,No,,,36
Female,No,,,37
Male,No,,,35
Male,No,,,41
Female,No,,,42
Male,No,,,44
Female,No,,,35
Male,No,,,42
Female,No,,,35
Male,No,,,41
Female,No,,,42
Female,No,,,36
Male,No,,,40
Male,No,,,42
Female,No,,,41
Female,No,,,38
Female,No,,,42
Female,No,,,35
Female,No,,,41
Male,No,,,44
Male,No,,,38
Female,No,,,38
Male,No,,,44
Female,No,,,36
Male,No,,,37
Female,No,,,36
Female,No,,,40
Female,No,,,43
Female,No,,,40
Female,No,,,37
Male,No,,,41
Male,No,,,42
Female,No,,,40
Male,No,,,38
Male,No,,,42
Female,No,,,37
Female,No,,,38
Male,No,,,38
Male,No,,,43
Female,No,,,41
Male,No,,,35
Male,No,,,37
Female,No,,,43
Female,No,,,40
Female,No,,,38
Female,No,,,37
Male,No,,,44
Male,No,,,40
Female,No,,,36
Female,No,,,35
Female,No,,,36
Male,No,,,36
Female,No,,,40
Female,No,,,40
Female,No,,,39
Female,No,,,37
Male,No,,,35
Female,No,,,44
Male,No,,,39
Female,No,,,39
Female,No,,,37
Female,No,,,40
Female,No,,,40
Male,No,,,44
Male,No,,,39
Female,No,,,38
Female,No,,,40
Female,No,,,42
Male,No,,,40
Female,No,,,35
Female,No,,,42
Male,No,,,43
Female,No,,,35
Female,No,,,38
Female,No,,,38
Male,No,,,38
Female,No,,,40
Male,No,,,42
Female,No,,,38
Female,No,,,36
Male,No,,,43
Male,No,,,44
Male,No,,,43
Female,No,,,44
Male,No,,,41
Female,No,,,41
Female,No,,,37
Male,No,,,38
Female,No,,,40
Female,No,,,40
Female,No,,,44
Female,No,,,39
Female,No,,,40
Female,No,,,43
Female,No,,,38
Male,No,,,37
Female,No,,,43
Female,No,,,39
Female,No,,,36
Female,No,,,36
Female,No,,,44
Male,No,,,41
Female,No,,,39
Female,No,,,37
Female,No,,,36
Female,No,,,42
Male,No,,,40
Female,No,,,40
Female,No,,,42
Female,No,,,36
Male,No,,,41
Male,No,,,39
Female,No,,,35
Female,No,,,41
Male,No,,,40
Female,No,,,41
Female,No,,,37
Female,No,,,40
Female,No,,,41
Female,No,,,40
Female,No,,,43
Female,No,,,42
Female,No,,,39
Female,No,,,42
Female,No,,,41
Female,No,,,41
Female,No,,,37
Female,No,,,36
Female,No,,,35
Female,No,,,38
Female,No,,,37
Male,No,,,37
Female,No,,,40
Male,No,,,44
Male,No,,,37
Female,No,,,40
Female,No,,,39
Male,No,,,44
Male,No,,,39
Female,No,,,40
Female,No,,,35
Female,No,,,41
Male,No,,,41
Female,No,,,42
Female,No,,,41
Female,No,,,39
Female,No,,,35
Female,No,,,44
Male,No,,,37
Female,No,,,38
Female,No,,,42
Female,No,,,35
Male,No,,,41
Male,No,,,37
Female,No,,,37
Female,No,,,41
Male,No,,,42
Male,No,,,41
Male,No,,,41
Female,No,,,37
Male,No,,,39
Male,No,,,35
Female,No,,,42
Female,No,,,40
Female,No,,,36
Male,No,,,36
Female,No,,,40
Female,No,,,38
Female,No,,,36
Male,No,,,38
Female,No,,,38
Male,No,,,36
Female,No,,,40
Male,No,,,41
Female,No,,,41
Male,No,,,40
Female,No,,,38
Female,No,,,35
Male,No,,,37
Female,No,,,39
Male,No,,,37
Male,No,,,41
Male,No,,,40
Female,No,,,36
Female,No,,,42
Female,No,,,43
Male,No,,,44
Female,No,,,39
Male,No,,,40
Male,No,,,38
Female,No,,,42
Female,No,,,42
Male,No,,,42
Female,No,,,38
Male,No,,,42
Female,No,,,39
Female,No,,,43
Female,No,,,37
Male,No,,,40
Male,No,,,43
Male,No,,,40
Female,No,,,36
Male,No,,,37
Female,No,,,39
Female,No,,,35
Male,No,,,38
Male,No,,,43
Female,No,,,36
Male,No,,,35
Male,No,,,36
Male,No,,,40
Female,No,,,43
Female,No,,,40
Male,No,,,40
Female,No,,,37
Female,No,,,39
Male,No,,,43
Female,No,,,38
Female,No,,,40
Female,No,,,39
Male,No,,,36
Female,No,,,36
Male,No,,,38
Male,No,,,40
Female,No,,,42
Female,No,,,40
Female,No,,,42
Male,No,,,35
Male,No,,,41
Female,No,,,40
Female,No,,,40
Male,No,,,43
Female,No,,,36
Male,No,,,35
Female,No,,,44
Female,No,,,40
Female,No,,,37
Female,No,,,42
Female,No,,,41
Male,No,,,37
Female,No,,,43
Male,No,,,40
Female,No,,,42
Male,No,,,42
Male,No,,,37
Female,No,,,36
Male,No,,,43
Male,No,,,37
Female,No,,,43
Female,No,,,42
Female,No,,,35
Female,No,,,38
Female,No,,,42
Female,No,,,40
Male,No,,,41
Male,No,,,36
Male,No,,,39
Male,No,,,43
Female,No,,,37
Male,No,,,44
Female,No,,,42
Male,No,,,37
Female,No,,,38
Male,No,,,38
Male,No,,,36
Female,No,,,44
Male,No,,,42
Female,No,,,39
Female,No,,,41
Male,No,,,37
Female,No,,,37
Female,No,,,43
Female,No,,,42
Male,No,,,37
Female,No,,,41
Female,No,,,38
Male,No,,,40
Male,No,,,42
Male,No,,,37
Female,No,,,42
Female,No,,,44
Female,No,,,41
Male,No,,,36
Male,No,,,41
Female,No,,,35
Male,No,,,35
Male,No,,,43
Male,No,,,36
Female,No,,,36
Male,No,,,41
Male,No,,,40
Female,No,,,39
Female,No,,,43
Male,No,,,38
Male,No,,,38
Male,No,,,42
Male,No,,,36
Female,No,,,37
Female,No,,,37
Male,No,,,37
Male,No,,,36
Female,No,,,44
Female,No,,,41
Female,No,,,44
Male,No,,,38
Female,No,,,37
Male,No,,,43
Female,No,,,43
Male,No,,,43
Female,No,,,39
Female,No,,,40
Male,No,,,36
Male,No,,,40
Female,No,,,37
Female,No,,,39
Female,No,,,42
Male,No,,,40
Female,No,,,40
Female,No,,,35
Male,No,,,35
Female,No,,,40
Male,No,,,42
Female,No,,,42
Female,No,,,40
Female,No,,,43
Female,No,,,36
Female,No,,,36
Female,No,,,41
Male,No,,,37
Male,No,,,40
Female,No,,,38
Male,No,,,36
Female,No,,,40
Male,No,,,37
Female,No,,,38
Male,No,,,39
Male,No,,,40
Male,No,,,38
Female,No,,,41
Female,No,,,36
Female,No,,,41
Male,No,,,40
Female,No,,,38
Male,No,,,38
Female,No,,,36
Female,No,,,38
Male,No,,,41
Female,No,,,43
Male,No,,,38
Male,No,,,37
Male,No,,,36
Female,No,,,40
Male,No,,,41
Male,No,,,39
Female,No,,,39
Male,No,,,37
Female,No,,,38
Male,No,,,37
Male,No,,,40
Female,No,,,37
Male,No,,,43
Male,No,,,36
Female,No,,,40
Female,No,,,40
Male,No,,,40
Female,No,,,37
Female,No,,,43
Female,No,,,40
Female,No,,,41
Female,No,,,36
Female,No,,,37
Female,No,,,36
Female,No,,,40
Male,No,,,37
Male,No,,,38
Male,No,,,37
Male,No,,,37
Female,No,,,41
Female,No,,,41
Male,No,,,35
Female,No,,,38
Female,No,,,43
Male,No,,,44
Female,No,,,44
Female,No,,,37
Male,No,,,44
Female,No,,,43
Female,No,,,42
Female,No,,,40
Female,No,,,44
Male,No,,,43
Male,No,,,43
Male,No,,,35
Female,No,,,48
Female,No,,,53
Female,No,,,50
Female,No,,,53
Male,No,,,46
Male,No,,,45
Female,No,,,53
Female,No,,,47
Female,No,,,51
Female,No,,,49
Male,No,,,45
Female,No,,,51
Male,No,,,53
Female,No,,,52
Female,No,,,48
Female,No,,,45
Male,No,,,47
Male,No,,,48
Female,No,,,53
Male,No,,,50
Female,No,,,52
Male,No,,,52
Female,No,,,51
Male,No,,,51
Female,No,,,54
Female,No,,,54
Female,No,,,53
Female,No,,,48
Female,No,,,50
Female,No,,,54
Female,No,,,47
Female,No,,,48
Male,No,,,51
Female,No,,,53
Female,No,,,51
Male,No,,,48
Female,No,,,52
Female,No,,,48
Male,No,,,48
Female,No,,,46
Female,No,,,46
Female,No,,,53
Male,No,,,49
Male,No,,,47
Female,No,,,50
Female,No,,,49
Female,No,,,50
Female,No,,,50
Female,No,,,45
Female,No,,,46
Male,No,,,45
Female,No,,,54
Male,No,,,46
Female,No,,,46
Female,No,,,50
Male,No,,,52
Female,No,,,46
Female,No,,,46
Female,No,,,51
Female,No,,,51
Female,No,,,51
Female,No,,,53
Female,No,,,46
Male,No,,,47
Male,No,,,49
Female,No,,,54
Female,No,,,48
Male,No,,,50
Male,No,,,49
Male,No,,,53
Female,No,,,48
Female,No,,,47
Male,No,,,50
Female,No,,,54
Female,No,,,50
Female,No,,,50
Female,No,,,47
Female,No,,,45
Female,No,,,47
Female,No,,,52
Female,No,,,46
Female,No,,,47
Female,No,,,50
Male,No,,,53
Female,No,,,46
Female,No,,,53
Female,No,,,46
Female,No,,,50
Female,No,,,54
Male,No,,,46
Male,No,,,47
Male,No,,,50
Male,No,,,50
Female,No,,,48
Male,No,,,47
Female,No,,,47
Female,No,,,51
Male,No,,,52
Female,No,,,46
Female,No,,,48
Male,No,,,49
Male,No,,,48
Female,No,,,53
Female,No,,,51
Male,No,,,46
Female,No,,,46
Male,No,,,45
Male,No,,,46
Male,No,,,49
Male,No,,,53
Female,No,,,53
Female,No,,,48
Female,No,,,46
Female,No,,,45
Female,No,,,52
Male,No,,,48
Female,No,,,47
Male,No,,,53
Female,No,,,51
Female,No,,,47
Male,No,,,51
Male,No,,,47
Male,No,,,53
Male,No,,,47
Female,No,,,52
Female,No,,,53
Female,No,,,52
Female,No,,,50
Male,No,,,46
Female,No,,,51
Male,No,,,52
Male,No,,,52
Male,No,,,46
Female,No,,,47
Male,No,,,50
Female,No,,,48
Female,No,,,51
Male,No,,,47
Female,No,,,46
Female,No,,,50
Female,No,,,54
Female,No,,,53
Male,No,,,47
Male,No,,,46
Male,No,,,47
Male,No,,,46
Male,No,,,53
Female,No,,,50
Male,No,,,50
Female,No,,,51
Female,No,,,54
Male,No,,,46
Female,No,,,49
Female,No,,,46
Male,No,,,52
Female,No,,,46
Female,No,,,50
Female,No,,,47
Female,No,,,47
Female,No,,,46
Male,No,,,48
Male,No,,,48
Female,No,,,49
Female,No,,,51
Female,No,,,47
Male,No,,,46
Male,No,,,45
Female,No,,,45
Male,No,,,52
Female,No,,,49
Female,No,,,53
Female,No,,,53
Female,No,,,50
Female,No,,,54
Female,No,,,48
Male,No,,,47
Female,No,,,52
Female,No,,,49
Female,No,,,51
Male,No,,,51
Male,No,,,50
Female,No,,,47
Female,No,,,51
Male,No,,,49
Female,No,,,45
Female,No,,,46
Male,No,,,47
Female,No,,,52
Male,No,,,54
Female,No,,,49
Female,No,,,53
Female,No,,,45
Male,No,,,45
Female,No,,,47
Male,No,,,48
Female,No,,,51
Female,No,,,46
Male,No,,,47
Female,No,,,53
Female,No,,,54
Female,No,,,53
Male,No,,,49
Male,No,,,47
Male,No,,,49
Male,No,,,50
Male,No,,,52
Male,No,,,53
Male,No,,,50
Female,No,,,46
Female,No,,,46
Male,No,,,49
Male,No,,,46
Female,No,,,47
Female,No,,,49
Female,No,,,47
Female,No,,,53
Male,No,,,53
Male,No,,,50
Male,No,,,50
Female,No,,,50
Male,No,,,47
Female,No,,,47
Male,No,,,45
Male,No,,,46
Female,No,,,51
Male,No,,,47
Female,No,,,50
Male,No,,,46
Female,No,,,49
Male,No,,,51
Female,No,,,51
Female,No,,,47
Female,No,,,53
Female,No,,,52
Male,No,,,50
Male,No,,,48
Male,No,,,53
Female,No,,,51
Male,No,,,49
Female,No,,,45
Male,No,,,50
Female,No,,,54
Female,No,,,51
Male,No,,,50
Male,No,,,47
Female,No,,,46
Male,No,,,46
Female,No,,,52
Male,No,,,51
Female,No,,,50
Female,No,,,50
Female,No,,,49
Female,No,,,50
Female,No,,,50
Female,No,,,53
Male,No,,,48
Female,No,,,52
Male,No,,,49
Female,No,,,52
Male,No,,,53
Male,No,,,47
Female,No,,,49
Female,No,,,46
Female,No,,,48
Male,No,,,51
Female,No,,,53
Female,No,,,46
Female,No,,,48
Male,No,,,53
Male,No,,,53
Female,No,,,45
Female,No,,,51
Female,No,,,47
Male,No,,,50
Female,No,,,50
Male,No,,,48
Male,No,,,54
Male,No,,,52
Male,No,,,50
Male,No,,,52
Female,No,,,48
Female,No,,,49
Female,No,,,48
Female,No,,,45
Female,No,,,51
Male,No,,,51
Male,No,,,45
Female,No,,,50
Female,No,,,49
Female,No,,,51
Female,No,,,46
Female,No,,,51
Male,No,,,46
Female,No,,,50
Male,No,,,46
Female,No,,,48
Male,No,,,46
Female,No,,,46
Female,No,,,53
Male,No,,,51
Male,No,,,47
Female,No,,,48
Male,No,,,53
Female,No,,,52
Male,No,,,53
Female,No,,,52
Female,No,,,53
Female,No,,,51
Female,No,,,53
Female,No,,,49
Female,No,,,50
Male,No,,,51
Male,No,,,53
Male,No,,,51
Male,No,,,47
Female,No,,,47
Male,No,,,46
Female,No,,,48
Male,No,,,54
Male,No,,,49
Male,No,,,46
Male,No,,,46
Female,No,,,54
Female,No,,,51
Female,No,,,51
Male,No,,,48
Female,No,,,46
Female,No,,,52
Male,No,,,49
Male,No,,,46
Male,No,,,45
Female,No,,,48
Male,No,,,47
Male,No,,,50
Male,No,,,50
Male,No,,,50
Female,No,,,45
Female,No,,,50
Female,No,,,52
Female,No,,,53
Female,No,,,47
Female,No,,,54
Male,No,,,53
Female,No,,,48
Male,No,,,51
Male,No,,,49
Female,No,,,50
Male,No,,,47
Male,No,,,54
Male,No,,,54
Male,No,,,47
Female,No,,,50
Female,No,,,49
Female,No,,,47
Female,No,,,54
Female,No,,,46
Female,No,,,52
Female,No,,,45
Female,No,,,54
Female,No,,,47
Female,No,,,48
Male,No,,,47
Female,No,,,50
Male,No,,,49
Male,No,,,47
Female,No,,,49
Female,No,,,52
Female,No,,,49
Female,No,,,49
Female,No,,,52
Female,No,,,48
Male,No,,,46
Male,No,,,52
Female,No,,,53
Male,No,,,52
Female,No,,,54
Male,No,,,52
Female,No,,,51
Female,No,,,52
Female,No,,,54
Male,No,,,50
Male,No,,,53
Female,No,,,53
Female,No,,,50
Female,No,,,51
Female,No,,,45
Female,No,,,52
Female,No,,,47
Female,No,,,52
Female,No,,,47
Female,No,,,48
Female,No,,,50
Female,No,,,49
Male,No,,,50
Female,No,,,46
Female,No,,,52
Female,No,,,49
Female,No,,,54
Female,No,,,48
Male,No,,,54
Female,No,,,47
Female,No,,,49
Male,No,,,46
Male,No,,,46
Male,No,,,51
Female,No,,,51
Male,No,,,46
Male,No,,,51
Male,No,,,54
Male,No,,,46
Female,No,,,46
Female,No,,,51
Female,No,,,48
Female,No,,,48
Male,No,,,53
Female,No,,,45
Female,No,,,45
Female,No,,,47
Male,No,,,54
Female,No,,,52
Male,No,,,50
Female,No,,,47
Female,No,,,46
Female,No,,,46
Female,No,,,52
Male,No,,,52
Male,No,,,49
Female,No,,,47
Male,No,,,53
Female,No,,,51
Male,No,,,46
Female,No,,,45
Male,No,,,47
Male,No,,,53
Female,No,,,49
Male,No,,,48
Male,No,,,49
Female,No,,,48
Male,No,,,49
Male,No,,,48
Female,No,,,45
Male,No,,,52
Female,No,,,47
Female,No,,,54
Female,No,,,45
Male,No,,,47
Male,No,,,52
Female,No,,,51
Female,No,,,52
Female,No,,,51
Male,No,,,54
Male,No,,,48
Female,No,,,47
Female,No,,,51
Female,No,,,52
Female,No,,,51
Female,No,,,46
Male,No,,,49
Male,No,,,54
Male,No,,,46
Female,No,,,54
Male,No,,,53
Male,No,,,50
Male,No,,,48
Female,No,,,49
Male,No,,,54
Female,No,,,46
Male,No,,,50
Male,No,,,50
Male,No,,,52
Female,No,,,53
Male,No,,,48
Female,No,,,46
Female,No,,,52
Male,No,,,51
Female,No,,,50
Female,No,,,49
Female,No,,,52
Female,No,,,46
Male,No,,,48
Male,No,,,52
Male,No,,,54
Female,No,,,50
Female,No,,,47
Male,No,,,51
Female,No,,,47
Female,No,,,49
Female,No,,,48
Male,No,,,52
Female,No,,,50
Female,No,,,47
Female,No,,,53
Male,No,,,52
Female,No,,,46
Female,No,,,46
Female,No,,,52
Male,No,,,46
Female,No,,,45
Male,No,,,49
Female,No,,,52
Female,No,,,52
Male,No,,,51
Male,No,,,47
Female,No,,,53
Female,No,,,51
Male,No,,,49
Male,No,,,48
Female,No,,,53
Male,No,,,50
Male,No,,,53
Female,No,,,48
Male,No,,,48
Male,No,,,49
Female,No,,,50
Female,No,,,52
Female,No,,,46
Female,No,,,47
Female,No,,,45
Female,No,,,50
Male,No,,,47
Male,No,,,53
Female,No,,,54
Female,No,,,47
Male,No,,,52
Male,No,,,54
Male,No,,,53
Female,No,,,49
Female,No,,,51
Female,No,,,45
Male,No,,,51
Male,No,,,52
Male,No,,,48
Male,No,,,54
Male,No,,,54
Male,No,,,53
Female,No,,,47
Female,No,,,49
Female,No,,,45
Male,No,,,48
Male,No,,,47
Female,No,,,48
Male,No,,,53
Male,No,,,48
Female,No,,,51
Female,No,,,45
Female,No,,,54
Male,No,,,52
Male,No,,,46
Female,No,,,46
Female,No,,,47
Female,No,,,48
Female,No,,,45
Female,No,,,47
Female,No,,,53
Female,No,,,50
Female,No,,,53
Female,No,,,49
Female,No,,,50
Female,No,,,52
Male,No,,,53
Male,No,,,45
Female,No,,,51
Male,No,,,48
Female,No,,,48
Female,No,,,49
Female,No,,,50
Male,No,,,53
Female,No,,,54
Female,No,,,47
Female,No,,,47
Male,No,,,46
Female,No,,,50
Male,No,,,53
Male,No,,,46
Male,No,,,53
Male,No,,,45
Female,No,,,51
Male,No,,,52
Male,No,,,50
Female,No,,,46
Female,No,,,48
Male,No,,,53
Male,No,,,51
Female,No,,,51
Female,No,,,53
Female,No,,,53
Female,No,,,54
Male,No,,,46
Female,No,,,51
Female,No,,,52
Male,No,,,52
Female,No,,,50
Female,No,,,46
Female,No,,,47
Female,No,,,54
Male,No,,,46
Female,No,,,49
Female,No,,,45
Male,No,,,53
Female,No,,,49
Male,No,,,47
Male,No,,,45
Female,No,,,45
Female,No,,,49
Female,No,,,48
Female,No,,,47
Female,No,,,48
Female,No,,,48
Female,No,,,46
Male,No,,,46
Male,No,,,45
Male,No,,,52
Male,No,,,48
Female,No,,,47
Female,No,,,50
Female,No,,,46
Female,No,,,47
Female,No,,,46
Male,No,,,47
Male,No,,,47
Female,No,,,49
Male,No,,,46
Female,No,,,51
Female,No,,,50
Female,No,,,51
Male,No,,,53
Female,No,,,54
Male,No,,,46
Male,No,,,48
Female,No,,,53
Female,No,,,51
Male,No,,,53
Female,No,,,49
Female,No,,,47
Female,No,,,48
Female,No,,,53
Female,No,,,50
Male,No,,,50
Male,No,,,54
Female,No,,,47
Female,No,,,47
Female,No,,,53
Male,No,,,47
Female,No,,,51
Female,No,,,49
Male,No,,,48
Female,No,,,45
Male,No,,,51
Male,No,,,45
Male,No,,,54
Male,No,,,45
Male,No,,,46
Male,No,,,51
Female,No,,,46
Male,No,,,49
Female,No,,,51
Female,No,,,47
Female,No,,,49
Female,No,,,50
Female,No,,,47
Female,No,,,46
Male,No,,,48
Female,No,,,54
Female,No,,,46
Female,No,,,53
Female,No,,,51
Female,No,,,51
Male,No,,,54
Male,No,,,52
Female,No,,,49
Male,No,,,52
Female,No,,,53
Female,No,,,49
Female,No,,,47
Female,No,,,47
Female,No,,,51
Male,No,,,47
Female,No,,,51
Male,No,,,50
Female,No,,,49
Female,No,,,52
Male,No,,,52
Female,No,,,46
Male,No,,,45
Female,No,,,49
Female,No,,,52
Female,No,,,50
Male,No,,,50
Female,No,,,51
Female,No,,,52
Female,No,,,52
Female,No,,,52
Female,No,,,45
Female,No,,,51
Male,No,,,50
Female,No,,,52
Male,No,,,51
Male,No,,,49
Male,No,,,51
Female,No,,,53
Female,No,,,49
Female,No,,,52
Male,No,,,50
Male,No,,,49
Male,No,,,45
Male,No,,,51
Female,No,,,53
Male,No,,,49
Female,No,,,51
Female,No,,,46
Male,No,,,52
Female,No,,,47
Male,No,,,52
Female,No,,,53
Female,No,,,51
Female,No,,,48
Female,No,,,50
Male,No,,,53
Female,No,,,52
Female,No,,,46
Female,No,,,48
Female,No,,,50
Female,No,,,52
Female,No,,,52
Female,No,,,50
Female,No,,,50
Female,No,,,46
Male,No,,,48
Female,No,,,53
Male,No,,,45
Female,No,,,47
Female,No,,,49
Female,No,,,48
Male,No,,,51
Female,No,,,45
Male,No,,,49
Female,No,,,51
Female,No,,,47
Female,No,,,49
Female,No,,,54
Female,No,,,52
Female,No,,,51
Female,No,,,50
Female,No,,,54
Female,No,,,46
Male,No,,,53
Female,No,,,49
Female,No,,,51
Female,No,,,52
Female,No,,,47
Female,No,,,50
Female,No,,,51
Male,No,,,48
Female,No,,,49
Female,No,,,47
Female,No,,,52
Male,No,,,52
Male,No,,,63
Male,No,,,57
Male,No,,,64
Male,No,,,62
Male,No,,,60
Male,No,,,64
Female,No,,,57
Male,No,,,60
Female,No,,,64
Female,No,,,57
Male,No,,,63
Female,No,,,64
Female,No,,,60
Female,No,,,65
Female,No,,,57
Male,No,,,58
Male,No,,,61
Male,No,,,56
Female,No,,,55
Female,No,,,58
Male,No,,,59
Male,No,,,56
Male,No,,,61
Female,No,,,63
Female,No,,,61
Female,No,,,60
Male,No,,,59
Male,No,,,59
Female,No,,,64
Female,No,,,59
Female,No,,,61
Female,No,,,56
Female,No,,,62
Male,No,,,61
Male,No,,,65
Male,No,,,60
Female,No,,,61
Female,No,,,62
Female,No,,,61
Male,No,,,57
Female,No,,,58
Male,No,,,61
Female,No,,,61
Male,No,,,59
Female,No,,,62
Male,No,,,63
Male,No,,,62
Female,No,,,59
Female,No,,,56
Female,No,,,56
Male,No,,,62
Female,No,,,57
Female,No,,,63
Female,No,,,59
Female,No,,,65
Male,No,,,65
Female,No,,,63
Male,No,,,60
Female,No,,,55
Male,No,,,63
Female,No,,,58
Female,No,,,59
Female,No,,,62
Female,No,,,64
Male,No,,,60
Female,No,,,55
Female,No,,,56
Female,No,,,64
Male,No,,,60
Female,No,,,58
Male,No,,,55
Female,No,,,64
Female,No,,,65
Female,No,,,59
Male,No,,,62
Male,No,,,57
Female,No,,,63
Female,No,,,62
Female,No,,,57
Male,No,,,58
Male,No,,,63
Male,No,,,57
Male,No,,,56
Female,No,,,61
Female,No,,,59
Female,No,,,64
Male,No,,,57
Female,No,,,58
Female,No,,,58
Female,No,,,59
Female,No,,,58
Female,No,,,56
Female,No,,,59
Female,No,,,58
Female,No,,,58
Male,No,,,65
Female,No,,,63
Female,No,,,56
Female,No,,,57
Female,No,,,61
Male,No,,,58
Male,No,,,65
Female,No,,,58
Male,No,,,62
Female,No,,,64
Female,No,,,63
Male,No,,,63
Female,No,,,56
Male,No,,,62
Female,No,,,58
Female,No,,,58
Female,No,,,62
Female,No,,,58
Male,No,,,62
Female,No,,,60
Male,No,,,56
Female,No,,,61
Male,No,,,60
Female,No,,,61
Female,No,,,60
Female,No,,,62
Male,No,,,60
Male,No,,,58
Female,No,,,57
Female,No,,,60
Female,No,,,62
Female,No,,,58
Female,No,,,63
Female,No,,,64
Female,No,,,60
Female,No,,,61
Male,No,,,55
Female,No,,,62
Female,No,,,64
Female,No,,,57
Female,No,,,55
Female,No,,,59
Female,No,,,58
Female,No,,,61
Male,No,,,64
Female,No,,,59
Female,No,,,59
Male,No,,,61
Male,No,,,57
Female,No,,,64
Female,No,,,57
Female,No,,,61
Female,No,,,62
Female,No,,,58
Female,No,,,58
Female,No,,,65
Female,No,,,56
Male,No,,,59
Male,No,,,58
Male,No,,,57
Male,No,,,59
Male,No,,,62
Male,No,,,64
Female,No,,,65
Male,No,,,58
Male,No,,,60
Female,No,,,61
Female,No,,,61
Female,No,,,65
Male,No,,,58
Female,No,,,55
Female,No,,,55
Female,No,,,59
Female,No,,,63
Female,No,,,64
Female,No,,,63
Male,No,,,61
Male,No,,,63
Female,No,,,64
Female,No,,,63
Female,No,,,62
Female,No,,,65
Female,No,,,62
Female,No,,,63
Female,No,,,56
Female,No,,,56
Male,No,,,55
Male,No,,,65
Female,No,,,59
Female,No,,,56
Male,No,,,60
Male,No,,,63
Female,No,,,59
Male,No,,,64
Female,No,,,59
Female,No,,,64
Female,No,,,59
Male,No,,,60
Male,No,,,61
Female,No,,,56
Female,No,,,58
Male,No,,,58
Female,No,,,56
Female,No,,,62
Male,No,,,56
Female,No,,,61
Male,No,,,62
Female,No,,,57
Female,No,,,55
Female,No,,,61
Male,No,,,64
Male,No,,,57
Female,No,,,59
Female,No,,,56
Male,No,,,56
Female,No,,,61
Male,No,,,60
Male,No,,,57
Female,No,,,56
Female,No,,,65
Female,No,,,60
Female,No,,,62
Male,No,,,64
Male,No,,,61
Male,No,,,59
Female,No,,,55
Male,No,,,61
Male,No,,,63
Male,No,,,61
Male,No,,,56
Female,No,,,60
Female,No,,,63
Female,No,,,63
Male,No,,,64
Male,No,,,59
Male,No,,,60
Female,No,,,62
Male,No,,,59
Male,No,,,55
Female,No,,,59
Female,No,,,58
Female,No,,,63
Male,No,,,58
Female,No,,,56
Female,No,,,64
Female,No,,,59
Male,No,,,57
Female,No,,,65
Male,No,,,55
Female,No,,,59
Male,No,,,63
Male,No,,,58
Female,No,,,60
Female,No,,,56
Female,No,,,60
Male,No,,,56
Female,No,,,59
Female,No,,,62
Female,No,,,62
Female,No,,,56
Female,No,,,60
Male,No,,,61
Female,No,,,56
Female,No,,,59
Female,No,,,62
Male,No,,,59
Male,No,,,55
Female,No,,,65
Female,No,,,58
Female,No,,,61
Female,No,,,56
Female,No,,,63
Male,No,,,65
Female,No,,,58
Male,No,,,58
Female,No,,,59
Female,No,,,60
Female,No,,,60
Male,No,,,63
Female,No,,,55
Female,No,,,63
Male,No,,,63
Male,No,,,59
Female,No,,,60
Female,No,,,61
Female,No,,,59
Male,No,,,57
Male,No,,,59
Female,No,,,61
Female,No,,,56
Female,No,,,64
Female,No,,,64
Female,No,,,58
Male,No,,,56
Male,No,,,62
Female,No,,,65
Male,No,,,59
Female,No,,,59
Male,No,,,60
Male,No,,,64
